Model,Accuracy,Precision,Recall,F1
svc,0.9713333333333334,0.9713542824125516,0.9713333333333334,0.9713330148112757
decision_tree,0.9653333333333334,0.9655725341553262,0.9653333333333334,0.9653288800205894
logistic_regression,0.9526666666666667,0.9527640612469528,0.9526666666666667,0.9526641210482875
