Model,Accuracy,Precision,Recall,F1
decision_tree,0.9281573263612595,0.9283841841546024,0.9281573263612595,0.9281001249476293
svc,0.9073547800386496,0.907524788340968,0.9073547800386496,0.9072840514039142
logistic_regression,0.8814368534727748,0.8821525984839619,0.8814368534727748,0.8812239711006673
