Model,Accuracy,Precision,Recall,F1
svc,0.9346368080027282,0.934634479987581,0.9346368080027282,0.9346354504028775
decision_tree,0.9300329657837899,0.930160727388283,0.9300329657837899,0.9299913721185917
logistic_regression,0.898601796066841,0.8988662896096271,0.898601796066841,0.8985020283893477
